basis,lambda,rep,t2star_us,amplitude,n_points,fit_meta
XBASIS,0.7000000000000001,5,46.080263837219334,0.2032988483491591,15,"{""a"": 0.2032988483491591, ""c"": 0.007846063014117485, ""r2"": 0.9596406353836195, ""T"": 46.080263837219334}"
XBASIS,0.7000000000000001,6,35.25890339754644,0.23212619254136693,15,"{""a"": 0.23212619254136693, ""c"": 0.015769049934236907, ""r2"": 0.9527040174786179, ""T"": 35.25890339754644}"
XBASIS,0.7000000000000001,7,51.11237446672582,0.2357370925963184,15,"{""a"": 0.2357370925963184, ""c"": -0.010492509186213967, ""r2"": 0.9556665571756551, ""T"": 51.11237446672582}"
XBASIS,0.7000000000000001,8,43.657748146849066,0.24196877954354265,15,"{""a"": 0.24196877954354265, ""c"": -0.006305083484319783, ""r2"": 0.9830242854819333, ""T"": 43.657748146849066}"
XBASIS,0.7000000000000001,9,42.81259659817323,0.24438679635011218,15,"{""a"": 0.24438679635011218, ""c"": -0.007357508795222362, ""r2"": 0.9613294399837651, ""T"": 42.81259659817323}"
XBASIS,0.8,0,47.42291638559425,0.17425680299958693,15,"{""a"": 0.17425680299958693, ""c"": -0.01559291767924825, ""r2"": 0.879177557528046, ""T"": 47.42291638559425}"
XBASIS,0.8,1,45.2575263928554,0.19290793874910947,15,"{""a"": 0.19290793874910947, ""c"": -0.009576031012545625, ""r2"": 0.9306732162947593, ""T"": 45.2575263928554}"
XBASIS,0.8,2,32.95529148596967,0.14485264755473523,15,"{""a"": 0.14485264755473523, ""c"": 0.016850256664451356, ""r2"": 0.9327532035805891, ""T"": 32.95529148596967}"
XBASIS,0.8,3,55.27026882620395,0.17591262062395652,15,"{""a"": 0.17591262062395652, ""c"": -0.014418575018343966, ""r2"": 0.864862808801942, ""T"": 55.27026882620395}"
XBASIS,0.8,4,69.93909794239161,0.1583731093297966,15,"{""a"": 0.1583731093297966, ""c"": -0.021576453124841712, ""r2"": 0.8663979460865974, ""T"": 69.93909794239161}"
XBASIS,0.8,5,46.54333598055729,0.12455985863781123,15,"{""a"": 0.12455985863781123, ""c"": 0.009923730249243591, ""r2"": 0.8764669982364721, ""T"": 46.54333598055729}"
XBASIS,0.8,6,29.03344750261684,0.15299750390306957,15,"{""a"": 0.15299750390306957, ""c"": 0.017805093490864458, ""r2"": 0.883740765333927, ""T"": 29.03344750261684}"
XBASIS,0.8,7,54.74691173427585,0.15657605870261174,15,"{""a"": 0.15657605870261174, ""c"": -0.010896186082866912, ""r2"": 0.8806922230572937, ""T"": 54.74691173427585}"
XBASIS,0.8,8,42.06340048194101,0.16380167610212007,15,"{""a"": 0.16380167610212007, ""c"": -0.0045677328957621985, ""r2"": 0.9519952959655322, ""T"": 42.06340048194101}"
XBASIS,0.8,9,42.00768239843672,0.1647719495043514,15,"{""a"": 0.1647719495043514, ""c"": -0.008151828349115807, ""r2"": 0.9019514921374892, ""T"": 42.00768239843672}"
XBASIS,0.9,0,51.262230102119496,0.09918832655165716,15,"{""a"": 0.09918832655165716, ""c"": -0.018271798889323225, ""r2"": 0.6623932861464149, ""T"": 51.262230102119496}"
XBASIS,0.9,1,43.271632593313974,0.11890744588220084,15,"{""a"": 0.11890744588220084, ""c"": -0.009766318426677386, ""r2"": 0.8083933120831714, ""T"": 43.271632593313974}"
XBASIS,0.9,2,17.498518772127454,0.07007187108504274,15,"{""a"": 0.07007187108504274, ""c"": 0.01754771575381151, ""r2"": 0.7023668635224468, ""T"": 17.498518772127454}"
XBASIS,0.9,3,83.07477438940849,0.1069757246490034,15,"{""a"": 0.1069757246490034, ""c"": -0.024625563639722875, ""r2"": 0.6471557665292467, ""T"": 83.07477438940849}"
XBASIS,0.9,4,110.72928781769251,0.09000282741875107,15,"{""a"": 0.09000282741875107, ""c"": -0.02911473079372478, ""r2"": 0.5862592289036088, ""T"": 110.72928781769251}"
XBASIS,0.9,5,48.26131866427528,0.045843832046321795,15,"{""a"": 0.045843832046321795, ""c"": 0.012071645316715486, ""r2"": 0.42993533513682836, ""T"": 48.26131866427528}"
XBASIS,0.9,6,5.574890312850121,0.08966371418594185,15,"{""a"": 0.08966371418594185, ""c"": 0.02218743574022056, ""r2"": 0.6500517717520529, ""T"": 5.574890312850121}"
XBASIS,0.9,7,118.6869852997002,0.09134625131670349,15,"{""a"": 0.09134625131670349, ""c"": -0.03066742779311466, ""r2"": 0.5870616212547908, ""T"": 118.6869852997002}"
XBASIS,0.9,8,37.93894803722302,0.0858993742795498,15,"{""a"": 0.0858993742795498, ""c"": -0.0030043275719738942, ""r2"": 0.7910673816458739, ""T"": 37.93894803722302}"
XBASIS,0.9,9,37.64396765293786,0.0855279975451164,15,"{""a"": 0.0855279975451164, ""c"": -0.008119767858478606, ""r2"": 0.6646700552029197, ""T"": 37.64396765293786}"
XBASIS,1.0,0,66.18063866386012,0.02477066008876817,15,"{""a"": 0.02477066008876817, ""c"": -0.01963923904282441, ""r2"": 0.08811471589120923, ""T"": 66.18063866386012}"
XBASIS,1.0,1,31.46432914857692,0.04594678471495324,15,"{""a"": 0.04594678471495324, ""c"": -0.009264008454361388, ""r2"": 0.33356614407826357, ""T"": 31.46432914857692}"
XBASIS,1.0,2,164.56891311176372,-0.03302815558771268,15,"{""a"": -0.03302815558771268, ""c"": 0.0248173272964605, ""r2"": 0.1860729870636405, ""T"": 164.56891311176372}"
XBASIS,1.0,4,9.391434453650684,-0.028132527960915466,15,"{""a"": -0.028132527960915466, ""c"": -0.0027481024272994754, ""r2"": 0.096077460793761, ""T"": 9.391434453650684}"
XBASIS,1.0,5,37.1418149110346,-0.03325156175304932,15,"{""a"": -0.03325156175304932, ""c"": 0.013514074264284179, ""r2"": 0.23489981625143908, ""T"": 37.1418149110346}"
XBASIS,1.0,6,103.67594884155996,-0.02254178546114308,15,"{""a"": -0.02254178546114308, ""c"": 0.016148660715240196, ""r2"": 0.08102007570799274, ""T"": 103.67594884155996}"
XBASIS,1.0,8,6.313306996408308e-06,0.0262857055956938,15,"{""a"": 0.0262857055956938, ""c"": -0.004285713041122582, ""r2"": 0.15908204547481697, ""T"": 6.313306996408308e-06}"
