label,rep,t2star_us,n_points,kind_set,lambda,fit_meta
B,4,17.632945295007666,14,BELL_STRUCTURED,,"{""a"": 0.44138734468794594, ""c"": 0.5721563258863651, ""r2"": 0.8651988068307621}"
B,5,17.64403267217397,14,BELL_STRUCTURED,,"{""a"": 0.44595477394547406, ""c"": 0.5700695208674128, ""r2"": 0.8300158673348379}"
B,6,17.96008181313166,14,BELL_STRUCTURED,,"{""a"": 0.4474545219248924, ""c"": 0.5634355682345004, ""r2"": 0.8741894305585409}"
B,7,17.814815915131618,14,BELL_STRUCTURED,,"{""a"": 0.4376461521700995, ""c"": 0.5756009592855096, ""r2"": 0.8735737876169727}"
B,8,17.495171165588296,14,BELL_STRUCTURED,,"{""a"": 0.4413593572766453, ""c"": 0.5725106073549413, ""r2"": 0.8841354547922236}"
B,9,18.454514255145842,14,BELL_STRUCTURED,,"{""a"": 0.44465756831555087, ""c"": 0.5680808149659466, ""r2"": 0.8717226654533893}"
C,0,8.036221776025675,14,BELL_NOISE,,"{""a"": 1.309156849942707, ""c"": -0.19926702379728334, ""r2"": 0.4176723174063699}"
C,1,7.955884567627024,14,BELL_NOISE,,"{""a"": 1.3108430556371773, ""c"": -0.20305058310042912, ""r2"": 0.4231278723743853}"
C,2,7.99608011955875,14,BELL_NOISE,,"{""a"": 1.3073114755495836, ""c"": -0.2007317058491516, ""r2"": 0.42209278424670493}"
C,3,7.894687797493921,14,BELL_NOISE,,"{""a"": 1.3070791951425182, ""c"": -0.20054031010436793, ""r2"": 0.421027942296731}"
C,4,8.034926070972077,14,BELL_NOISE,,"{""a"": 1.305968651068108, ""c"": -0.19706182984988133, ""r2"": 0.41994140428408233}"
C,5,7.902928471188015,14,BELL_NOISE,,"{""a"": 1.3020669745913256, ""c"": -0.19669834433311212, ""r2"": 0.42195308094531314}"
C,6,7.888822925633951,14,BELL_NOISE,,"{""a"": 1.301293810065887, ""c"": -0.19459941126529687, ""r2"": 0.4170781530450973}"
C,7,8.132957611970083,14,BELL_NOISE,,"{""a"": 1.312478197811039, ""c"": -0.20750810762891803, ""r2"": 0.42920163891046925}"
C,8,7.814897912226331,14,BELL_NOISE,,"{""a"": 1.30010266440091, ""c"": -0.19536156466441312, ""r2"": 0.41526654553037123}"
C,9,7.919421887848056,14,BELL_NOISE,,"{""a"": 1.3047051256783708, ""c"": -0.20170423313019292, ""r2"": 0.4189325545770002}"
L00,0,7.920970670712604,14,BELL_DETERMINISTIC,0.0,"{""a"": 1.3014814978826053, ""c"": -0.19957063465510974, ""r2"": 0.42109786071202304}"
L00,1,7.9227748058607625,14,BELL_DETERMINISTIC,0.0,"{""a"": 1.3169285909206203, ""c"": -0.20556378376791246, ""r2"": 0.42479452372594906}"
L00,2,7.933095275012442,14,BELL_DETERMINISTIC,0.0,"{""a"": 1.3068125917735554, ""c"": -0.20010837344290633, ""r2"": 0.42309630095160866}"
L00,3,8.055784666408483,14,BELL_DETERMINISTIC,0.0,"{""a"": 1.311278129208734, ""c"": -0.2054305070780445, ""r2"": 0.4210155392470655}"
L00,4,8.008892400734688,14,BELL_DETERMINISTIC,0.0,"{""a"": 1.3036880383456102, ""c"": -0.19551099481292714, ""r2"": 0.4167826937642226}"
L00,5,7.877849707252159,14,BELL_DETERMINISTIC,0.0,"{""a"": 1.2988211165942476, ""c"": -0.19468597391529038, ""r2"": 0.41586605126516174}"
L00,6,7.936424407433789,14,BELL_DETERMINISTIC,0.0,"{""a"": 1.3063344819732359, ""c"": -0.19769854788901767, ""r2"": 0.41976253617399484}"
L00,7,7.86621612384829,14,BELL_DETERMINISTIC,0.0,"{""a"": 1.3001549761354896, ""c"": -0.19695369768092402, ""r2"": 0.4206519483973853}"
L00,8,7.921824388891179,14,BELL_DETERMINISTIC,0.0,"{""a"": 1.3126038428554985, ""c"": -0.20365276313959835, ""r2"": 0.41744616264468803}"
L00,9,7.926344508652822,14,BELL_DETERMINISTIC,0.0,"{""a"": 1.3064721595776743, ""c"": -0.20208593886397744, ""r2"": 0.4191977140456782}"
L01,0,0.24339518524627035,14,BELL_DETERMINISTIC,0.20000000000000004,"{""a"": -1.2265646566722888, ""c"": 0.2280759333984322, ""r2"": 0.3463927023674014}"
L01,1,0.27597043751440586,14,BELL_DETERMINISTIC,0.20000000000000004,"{""a"": -1.2213076918807246, ""c"": 0.22580769227718855, ""r2"": 0.3433580799553879}"
L01,2,0.17639368503682018,14,BELL_DETERMINISTIC,0.20000000000000004,"{""a"": -1.225268794661162, ""c"": 0.22927050408301747, ""r2"": 0.342676911072468}"
L01,3,0.2340824028986479,14,BELL_DETERMINISTIC,0.20000000000000004,"{""a"": -1.2275345382879184, ""c"": 0.23153817009158303, ""r2"": 0.33979595528363205}"
L01,4,0.05895379760752517,14,BELL_DETERMINISTIC,0.20000000000000004,"{""a"": -1.2221923074370205, ""c"": 0.22769230743865243, ""r2"": 0.34901433035746965}"
L01,5,0.18878881120784197,14,BELL_DETERMINISTIC,0.20000000000000004,"{""a"": -1.2282130930638433, ""c"": 0.23072944736277606, ""r2"": 0.34113221688715334}"
L01,6,0.05651283645779029,14,BELL_DETERMINISTIC,0.20000000000000004,"{""a"": -1.2236132748171253, ""c"": 0.23115054791233608, ""r2"": 0.3468514421226335}"
L01,7,0.23949615651753314,14,BELL_DETERMINISTIC,0.20000000000000004,"{""a"": -1.2250000002314154, ""c"": 0.22950000001664608, ""r2"": 0.3432336946210509}"
L01,8,0.255653132361252,14,BELL_DETERMINISTIC,0.20000000000000004,"{""a"": -1.2304227934221896, ""c"": 0.23342305406323724, ""r2"": 0.34694311554020274}"
L01,9,0.20912552977080612,14,BELL_DETERMINISTIC,0.20000000000000004,"{""a"": -1.2284397885349676, ""c"": 0.23242432330024534, ""r2"": 0.34331476397456806}"
L02,0,10.059439379953083,14,BELL_DETERMINISTIC,0.7,"{""a"": 1.1474151914069226, ""c"": -0.009361091316928617, ""r2"": 0.3126278363268289}"
L02,1,10.009856126934528,14,BELL_DETERMINISTIC,0.7,"{""a"": 1.1400109951326487, ""c"": -0.0018749716539994226, ""r2"": 0.31647179145809656}"
L02,2,10.31341896241512,14,BELL_DETERMINISTIC,0.7,"{""a"": 1.1473468649043619, ""c"": -0.007592970696484311, ""r2"": 0.319238474830147}"
L02,3,10.156999641718075,14,BELL_DETERMINISTIC,0.7,"{""a"": 1.1543261620676128, ""c"": -0.013138071174262916, ""r2"": 0.32079585976873226}"
L02,4,10.341324068425799,14,BELL_DETERMINISTIC,0.7,"{""a"": 1.153944574008138, ""c"": -0.014704831542875598, ""r2"": 0.3218502981135285}"
L02,5,10.25442423877332,14,BELL_DETERMINISTIC,0.7,"{""a"": 1.1418318151043607, ""c"": -0.0056241661968110465, ""r2"": 0.31494734228434706}"
L02,6,10.12322402870731,14,BELL_DETERMINISTIC,0.7,"{""a"": 1.1438832053705987, ""c"": -0.004907396622257138, ""r2"": 0.3190633327875959}"
L02,7,10.21357767630283,14,BELL_DETERMINISTIC,0.7,"{""a"": 1.1487581494949932, ""c"": -0.008910906753414147, ""r2"": 0.3150916853128425}"
L02,8,10.071742764360241,14,BELL_DETERMINISTIC,0.7,"{""a"": 1.1473808100478051, ""c"": -0.010635348778047981, ""r2"": 0.3185325323197119}"
L02,9,10.077387947485953,14,BELL_DETERMINISTIC,0.7,"{""a"": 1.1370975687082066, ""c"": 5.641893775258963e-05, ""r2"": 0.31183162594224634}"
L03,0,5.264677882222205,14,BELL_DETERMINISTIC,0.4000000000000001,"{""a"": -1.1894143093664793, ""c"": 0.09171750520091375, ""r2"": 0.30139539821859584}"
L03,1,5.237913370406779,14,BELL_DETERMINISTIC,0.4000000000000001,"{""a"": -1.1975670348691052, ""c"": 0.0986925704780954, ""r2"": 0.3062632846407599}"
L03,2,5.299631468142857,14,BELL_DETERMINISTIC,0.4000000000000001,"{""a"": -1.1995574767186454, ""c"": 0.09878783986831671, ""r2"": 0.30930658263225186}"
L03,3,5.174241952160076,14,BELL_DETERMINISTIC,0.4000000000000001,"{""a"": -1.1916992317161272, ""c"": 0.0958665243794167, ""r2"": 0.3043801929937874}"
L03,4,5.235629757201764,14,BELL_DETERMINISTIC,0.4000000000000001,"{""a"": -1.194822555829101, ""c"": 0.09559354403910168, ""r2"": 0.3033105486628095}"
L03,5,5.166179256979607,14,BELL_DETERMINISTIC,0.4000000000000001,"{""a"": -1.184392779351074, ""c"": 0.0900922548112134, ""r2"": 0.301558426866118}"
L03,6,5.219881037687269,14,BELL_DETERMINISTIC,0.4000000000000001,"{""a"": -1.2015905312356407, ""c"": 0.10260337462544904, ""r2"": 0.3074700812806045}"
L03,7,5.206790523561398,14,BELL_DETERMINISTIC,0.4000000000000001,"{""a"": -1.1968240680578177, ""c"": 0.09995391351150336, ""r2"": 0.2987782040669896}"
L03,8,5.243442772297901,14,BELL_DETERMINISTIC,0.4000000000000001,"{""a"": -1.196451465086136, ""c"": 0.09925093806020317, ""r2"": 0.30208228765599754}"
L03,9,5.2215870242008675,14,BELL_DETERMINISTIC,0.4000000000000001,"{""a"": -1.1977415761723902, ""c"": 0.10093751308438154, ""r2"": 0.30624672572536094}"
L04,0,30.24050707893688,14,BELL_DETERMINISTIC,0.10000000000000002,"{""a"": 1.078447129694345, ""c"": 0.011058615276118193, ""r2"": 0.6123182834178953}"
L04,1,31.678135001563682,14,BELL_DETERMINISTIC,0.10000000000000002,"{""a"": 1.0709457985105741, ""c"": 0.011479079611076257, ""r2"": 0.6205214815052207}"
L04,2,31.15773914030141,14,BELL_DETERMINISTIC,0.10000000000000002,"{""a"": 1.0804585199645382, ""c"": 0.012849307905706745, ""r2"": 0.6159845298861659}"
L04,3,31.023551048396644,14,BELL_DETERMINISTIC,0.10000000000000002,"{""a"": 1.0736788588697783, ""c"": 0.01062597604356504, ""r2"": 0.6116035280659788}"
L04,4,30.589116679068987,14,BELL_DETERMINISTIC,0.10000000000000002,"{""a"": 1.068349462798358, ""c"": 0.01731029948942379, ""r2"": 0.6079538040610819}"
L04,5,30.210598990754598,14,BELL_DETERMINISTIC,0.10000000000000002,"{""a"": 1.0779180868446585, ""c"": 0.013838500343355174, ""r2"": 0.6110486698557137}"
L04,6,31.555247162689703,14,BELL_DETERMINISTIC,0.10000000000000002,"{""a"": 1.07760364423733, ""c"": 0.0037966309645952063, ""r2"": 0.6209342573193299}"
L04,7,30.47640412936963,14,BELL_DETERMINISTIC,0.10000000000000002,"{""a"": 1.067628306055202, ""c"": 0.019170404853706028, ""r2"": 0.6149778399691347}"
L04,8,29.829131269682872,14,BELL_DETERMINISTIC,0.10000000000000002,"{""a"": 1.0803943371175007, ""c"": 0.01302687654308282, ""r2"": 0.6114740766448785}"
L04,9,30.806706619561602,14,BELL_DETERMINISTIC,0.10000000000000002,"{""a"": 1.0794578263725292, ""c"": 0.010595802017324593, ""r2"": 0.6289344261955849}"
L05,0,0.13884393705975492,14,BELL_DETERMINISTIC,0.8000000000000002,"{""a"": 0.9171923008417392, ""c"": 0.07330769603535066, ""r2"": 0.12447794384112021}"
L05,1,0.011203376251926578,14,BELL_DETERMINISTIC,0.8000000000000002,"{""a"": 0.9166765983675802, ""c"": 0.07581914554403965, ""r2"": 0.12578385711992301}"
L05,2,0.012356513807354808,14,BELL_DETERMINISTIC,0.8000000000000002,"{""a"": 0.9215991561270805, ""c"": 0.07339639464453414, ""r2"": 0.1256060461124049}"
L05,3,0.18038104240298028,14,BELL_DETERMINISTIC,0.8000000000000002,"{""a"": 0.9129615384427919, ""c"": 0.0800384615431097, ""r2"": 0.12427519301950729}"
L05,4,0.1391914565498964,14,BELL_DETERMINISTIC,0.8000000000000002,"{""a"": 0.9201922992628603, ""c"": 0.07480769688762964, ""r2"": 0.12637629818668927}"
L05,5,0.012047722820513695,14,BELL_DETERMINISTIC,0.8000000000000002,"{""a"": 0.922058190897835, ""c"": 0.07093650600832924, ""r2"": 0.12447089898146002}"
L05,6,0.011281255311753835,14,BELL_DETERMINISTIC,0.8000000000000002,"{""a"": 0.9186982414512468, ""c"": 0.07180150840041319, ""r2"": 0.12601222591258843}"
L05,7,0.01202213100461591,14,BELL_DETERMINISTIC,0.8000000000000002,"{""a"": 0.9241735080662544, ""c"": 0.06832113882465402, ""r2"": 0.125989101588036}"
L05,8,0.007093192825898376,14,BELL_DETERMINISTIC,0.8000000000000002,"{""a"": 0.913668854826221, ""c"": 0.07582320654648944, ""r2"": 0.12345011713014387}"
L05,9,0.01146632961869476,14,BELL_DETERMINISTIC,0.8000000000000002,"{""a"": 0.916292801087512, ""c"": 0.07620318862978524, ""r2"": 0.12535561310662524}"
L06,0,11.954336731477463,14,BELL_DETERMINISTIC,0.5999999999999999,"{""a"": -1.2036129992553457, ""c"": 0.00473450835451665, ""r2"": 0.30644378239482073}"
L06,1,11.877752104861939,14,BELL_DETERMINISTIC,0.5999999999999999,"{""a"": -1.2062090688407663, ""c"": 0.007976302695253071, ""r2"": 0.30500002766871326}"
L06,2,11.805505781196695,14,BELL_DETERMINISTIC,0.5999999999999999,"{""a"": -1.2039974430938862, ""c"": 0.005908057349487595, ""r2"": 0.30124482632054217}"
L06,3,11.916687406317896,14,BELL_DETERMINISTIC,0.5999999999999999,"{""a"": -1.213478519065289, ""c"": 0.012391744563583738, ""r2"": 0.30858303190654734}"
L06,4,11.996310914102203,14,BELL_DETERMINISTIC,0.5999999999999999,"{""a"": -1.2061812484420715, ""c"": 0.005985631722675873, ""r2"": 0.3094893429311414}"
L06,5,12.099211097143536,14,BELL_DETERMINISTIC,0.5999999999999999,"{""a"": -1.2155887075656593, ""c"": 0.014163075701072971, ""r2"": 0.3109751039846348}"
L06,6,11.966433839849767,14,BELL_DETERMINISTIC,0.5999999999999999,"{""a"": -1.2119187749445242, ""c"": 0.013413426001983631, ""r2"": 0.31081310038204746}"
L06,7,12.04239120470379,14,BELL_DETERMINISTIC,0.5999999999999999,"{""a"": -1.214135549118292, ""c"": 0.016815996865564335, ""r2"": 0.3116904396700375}"
L06,8,11.92829540988151,14,BELL_DETERMINISTIC,0.5999999999999999,"{""a"": -1.2146747500461985, ""c"": 0.011255133438703832, ""r2"": 0.3082882415975774}"
L06,9,11.981182814551712,14,BELL_DETERMINISTIC,0.5999999999999999,"{""a"": -1.2133214695606567, ""c"": 0.014239382329831728, ""r2"": 0.30673318912271963}"
L07,0,0.03036520126918024,14,BELL_DETERMINISTIC,0.5,"{""a"": -0.943692244946424, ""c"": -0.048807696990034385, ""r2"": 0.16955412292133043}"
L07,1,0.22444392043117048,14,BELL_DETERMINISTIC,0.5,"{""a"": -0.952192654904338, ""c"": -0.04180766634082184, ""r2"": 0.1742794751449287}"
L07,2,0.012437502778465781,14,BELL_DETERMINISTIC,0.5,"{""a"": -0.9435093918279964, ""c"": -0.04796360287739151, ""r2"": 0.17055540249631118}"
L07,3,0.10298838019797274,14,BELL_DETERMINISTIC,0.5,"{""a"": -0.9530000012211962, ""c"": -0.04149999988834407, ""r2"": 0.17464969928896634}"
L07,4,0.0076728346536986125,14,BELL_DETERMINISTIC,0.5,"{""a"": -0.9438713751946951, ""c"": -0.04962836561936278, ""r2"": 0.1705647037911776}"
L07,5,0.11978501380886461,14,BELL_DETERMINISTIC,0.5,"{""a"": -0.9533842025621365, ""c"": -0.0426154153774614, ""r2"": 0.17513011908663478}"
L07,6,0.00012623268070788285,14,BELL_DETERMINISTIC,0.5,"{""a"": -0.9540763447078308, ""c"": -0.038924034784002866, ""r2"": 0.17561360910206725}"
L07,7,0.11938711787881388,14,BELL_DETERMINISTIC,0.5,"{""a"": -0.947076915463475, ""c"": -0.04542307746712839, ""r2"": 0.1711102712953546}"
L07,8,0.006547113431314477,14,BELL_DETERMINISTIC,0.5,"{""a"": -0.9514887252186046, ""c"": -0.0435112266778453, ""r2"": 0.17641661661956753}"
L07,9,0.31460804729314135,14,BELL_DETERMINISTIC,0.5,"{""a"": -0.9497692055978847, ""c"": -0.04523077356391542, ""r2"": 0.17190481241048083}"
L08,0,0.034547030327129434,14,BELL_DETERMINISTIC,0.9000000000000001,"{""a"": 0.8487692006917319, ""c"": 0.1452307713989439, ""r2"": 0.11218539918368331}"
L08,1,0.04845419710243687,14,BELL_DETERMINISTIC,0.9000000000000001,"{""a"": 0.8486153782893497, ""c"": 0.14538462129138513, ""r2"": 0.11339949200298738}"
L08,2,1139.6035527449578,14,BELL_DETERMINISTIC,0.9000000000000001,"{""a"": -1.3757395843526081, ""c"": 1.4999999999999825, ""r2"": 0.013832069080377929}"
L08,3,6.330207978522129e-05,14,BELL_DETERMINISTIC,0.9000000000000001,"{""a"": 0.8491993560804648, ""c"": 0.14330726258298201, ""r2"": 0.11400086237190576}"
L08,4,0.020146628265240496,14,BELL_DETERMINISTIC,0.9000000000000001,"{""a"": 0.8494230744261096, ""c"": 0.14457692354145116, ""r2"": 0.11393709320250744}"
L08,5,1215.9928591151709,14,BELL_DETERMINISTIC,0.9000000000000001,"{""a"": -1.3702423760434368, ""c"": 1.4999997640288385, ""r2"": 0.012289451389853157}"
L08,6,1197.1313707341692,14,BELL_DETERMINISTIC,0.9000000000000001,"{""a"": -1.378421960449901, ""c"": 1.4999999999999902, ""r2"": 0.01253758645572045}"
L08,7,0.1306424765919126,14,BELL_DETERMINISTIC,0.9000000000000001,"{""a"": 0.8409615621689107, ""c"": 0.14953845979944055, ""r2"": 0.11117187884810409}"
L08,8,1139.5953976616854,14,BELL_DETERMINISTIC,0.9000000000000001,"{""a"": -1.3793619395535015, ""c"": 1.4999999999999722, ""r2"": 0.013753749549488825}"
L08,9,1120.6636020183628,14,BELL_DETERMINISTIC,0.9000000000000001,"{""a"": -1.3807735183883125, ""c"": 1.4999999999911442, ""r2"": 0.014204814877392002}"
L09,0,18.632067114327295,14,BELL_DETERMINISTIC,1.0,"{""a"": 0.4443728277224743, ""c"": 0.5678799845964545, ""r2"": 0.864550656445555}"
L09,1,17.173299811666585,14,BELL_DETERMINISTIC,1.0,"{""a"": 0.43844124023448205, ""c"": 0.5678490503246667, ""r2"": 0.8651938913065748}"
L09,2,18.102616700539944,14,BELL_DETERMINISTIC,1.0,"{""a"": 0.4425540244330134, ""c"": 0.5711348458263824, ""r2"": 0.8510676810788758}"
L09,3,18.149679449524157,14,BELL_DETERMINISTIC,1.0,"{""a"": 0.4494594720458696, ""c"": 0.562822851979853, ""r2"": 0.8944577431574419}"
L09,4,18.118793485734603,14,BELL_DETERMINISTIC,1.0,"{""a"": 0.4413826514005919, ""c"": 0.5730111826530738, ""r2"": 0.8703976561323519}"
L09,5,18.172602788639587,14,BELL_DETERMINISTIC,1.0,"{""a"": 0.44191314714236435, ""c"": 0.568242458576209, ""r2"": 0.8819301469829764}"
L09,6,18.602431848756503,14,BELL_DETERMINISTIC,1.0,"{""a"": 0.43688038442687305, ""c"": 0.5746771355671546, ""r2"": 0.8408749956452104}"
L09,7,17.98266063920694,14,BELL_DETERMINISTIC,1.0,"{""a"": 0.44095792708602904, ""c"": 0.5710463570622177, ""r2"": 0.8615412373779959}"
L09,8,18.386691487762036,14,BELL_DETERMINISTIC,1.0,"{""a"": 0.43543983053035623, ""c"": 0.5784858770777317, ""r2"": 0.8666635262499773}"
L09,9,17.153671300492107,14,BELL_DETERMINISTIC,1.0,"{""a"": 0.4407479112850782, ""c"": 0.5764356306081236, ""r2"": 0.8718195891610536}"
L10,0,0.2070195306300451,14,BELL_DETERMINISTIC,0.29999999999999993,"{""a"": 0.9505384519355797, ""c"": 0.046961539296882536, ""r2"": 0.20000849648840968}"
L10,1,0.2578020358981403,14,BELL_DETERMINISTIC,0.29999999999999993,"{""a"": 0.9512307687743938, ""c"": 0.04676923122555674, ""r2"": 0.20052665228727318}"
L10,2,0.00044969627194380024,14,BELL_DETERMINISTIC,0.29999999999999993,"{""a"": 0.9458963862211939, ""c"": 0.047579296818933525, ""r2"": 0.19700654235635073}"
L10,3,0.2737951680816687,14,BELL_DETERMINISTIC,0.29999999999999993,"{""a"": 0.9550729469842676, ""c"": 0.04092337412472543, ""r2"": 0.20117688479068896}"
L10,4,0.00018032177272520045,14,BELL_DETERMINISTIC,0.29999999999999993,"{""a"": 0.9600336395705317, ""c"": 0.03599751434280483, ""r2"": 0.20571043192318605}"
L10,5,0.0004563895110291094,14,BELL_DETERMINISTIC,0.29999999999999993,"{""a"": 0.9470735786789738, ""c"": 0.048030874639881524, ""r2"": 0.20050827586190234}"
L10,6,0.27892184825953414,14,BELL_DETERMINISTIC,0.29999999999999993,"{""a"": 0.9549186098901621, ""c"": 0.03857725662080141, ""r2"": 0.20211952213949191}"
L10,7,0.2267625725069625,14,BELL_DETERMINISTIC,0.29999999999999993,"{""a"": 0.9492307638959531, ""c"": 0.046269231168198505, ""r2"": 0.19687816320153562}"
L10,8,0.2611610459842615,14,BELL_DETERMINISTIC,0.29999999999999993,"{""a"": 0.9518076922956986, ""c"": 0.043692307693059394, ""r2"": 0.20348411973288427}"
L10,9,0.00030255914179266874,14,BELL_DETERMINISTIC,0.29999999999999993,"{""a"": 0.9483208743231748, ""c"": 0.04719129648918656, ""r2"": 0.19995160122671463}"
