kind,blind,delay_us,lambda,classical_ref,rounds,shots,counts_json,p00,p11,p01,p10,rep
BELL_LAMBDA_SWEEP,L04,80.0,0.4,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1126, ""10"": 305, ""01"": 338, ""11"": 231}",0.563,0.1155,0.169,0.1525,2.0
BELL_LAMBDA_SWEEP,L04,100.0,0.4,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1245, ""11"": 187, ""10"": 303, ""01"": 265}",0.6225,0.0935,0.1325,0.1515,2.0
BELL_LAMBDA_SWEEP,L04,120.0,0.4,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""01"": 263, ""00"": 1326, ""11"": 130, ""10"": 281}",0.663,0.065,0.1315,0.1405,2.0
BELL_LAMBDA_SWEEP,L04,140.0,0.4,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""10"": 244, ""00"": 1372, ""11"": 111, ""01"": 273}",0.686,0.0555,0.1365,0.122,2.0
BELL_LAMBDA_SWEEP,L04,160.0,0.4,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1440, ""10"": 223, ""01"": 247, ""11"": 90}",0.72,0.045,0.1235,0.1115,2.0
BELL_LAMBDA_SWEEP,L04,180.0,0.4,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1527, ""10"": 223, ""11"": 69, ""01"": 181}",0.7635,0.0345,0.0905,0.1115,2.0
BELL_LAMBDA_SWEEP,L04,200.0,0.4,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1542, ""01"": 199, ""11"": 60, ""10"": 199}",0.771,0.03,0.0995,0.0995,2.0
BELL_LAMBDA_SWEEP,L05,0.0,0.5,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 945, ""11"": 978, ""01"": 35, ""10"": 42}",0.4725,0.489,0.0175,0.021,2.0
BELL_LAMBDA_SWEEP,L05,8.333333333333334,0.5,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 744, ""01"": 207, ""10"": 218, ""00"": 831}",0.4155,0.372,0.1035,0.109,2.0
BELL_LAMBDA_SWEEP,L05,16.666666666666668,0.5,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 643, ""01"": 254, ""00"": 861, ""10"": 242}",0.4305,0.3215,0.127,0.121,2.0
BELL_LAMBDA_SWEEP,L05,25.0,0.5,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 886, ""11"": 546, ""10"": 286, ""01"": 282}",0.443,0.273,0.141,0.143,2.0
BELL_LAMBDA_SWEEP,L05,33.333333333333336,0.5,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 908, ""01"": 303, ""10"": 317, ""11"": 472}",0.454,0.236,0.1515,0.1585,2.0
BELL_LAMBDA_SWEEP,L05,41.66666666666667,0.5,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 407, ""00"": 999, ""01"": 299, ""10"": 295}",0.4995,0.2035,0.1495,0.1475,2.0
BELL_LAMBDA_SWEEP,L05,50.0,0.5,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 983, ""01"": 324, ""10"": 321, ""11"": 372}",0.4915,0.186,0.162,0.1605,2.0
BELL_LAMBDA_SWEEP,L05,60.0,0.5,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1050, ""01"": 318, ""11"": 326, ""10"": 306}",0.525,0.163,0.159,0.153,2.0
BELL_LAMBDA_SWEEP,L05,80.0,0.5,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 245, ""01"": 299, ""00"": 1155, ""10"": 301}",0.5775,0.1225,0.1495,0.1505,2.0
BELL_LAMBDA_SWEEP,L05,100.0,0.5,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""10"": 303, ""00"": 1198, ""01"": 323, ""11"": 176}",0.599,0.088,0.1615,0.1515,2.0
BELL_LAMBDA_SWEEP,L05,120.0,0.5,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1335, ""11"": 123, ""01"": 295, ""10"": 247}",0.6675,0.0615,0.1475,0.1235,2.0
BELL_LAMBDA_SWEEP,L05,140.0,0.5,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1399, ""01"": 258, ""10"": 258, ""11"": 85}",0.6995,0.0425,0.129,0.129,2.0
BELL_LAMBDA_SWEEP,L05,160.0,0.5,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1441, ""10"": 255, ""11"": 84, ""01"": 220}",0.7205,0.042,0.11,0.1275,2.0
BELL_LAMBDA_SWEEP,L05,180.0,0.5,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""01"": 243, ""00"": 1459, ""10"": 230, ""11"": 68}",0.7295,0.034,0.1215,0.115,2.0
BELL_LAMBDA_SWEEP,L05,200.0,0.5,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1534, ""11"": 56, ""10"": 200, ""01"": 210}",0.767,0.028,0.105,0.1,2.0
BELL_LAMBDA_SWEEP,L06,0.0,0.6,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1000, ""11"": 919, ""10"": 36, ""01"": 45}",0.5,0.4595,0.0225,0.018,2.0
BELL_LAMBDA_SWEEP,L06,8.333333333333334,0.6,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 679, ""10"": 233, ""00"": 871, ""01"": 217}",0.4355,0.3395,0.1085,0.1165,2.0
BELL_LAMBDA_SWEEP,L06,16.666666666666668,0.6,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 605, ""01"": 238, ""00"": 888, ""10"": 269}",0.444,0.3025,0.119,0.1345,2.0
BELL_LAMBDA_SWEEP,L06,25.0,0.6,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 514, ""10"": 296, ""01"": 277, ""00"": 913}",0.4565,0.257,0.1385,0.148,2.0
BELL_LAMBDA_SWEEP,L06,33.333333333333336,0.6,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 871, ""11"": 506, ""10"": 298, ""01"": 325}",0.4355,0.253,0.1625,0.149,2.0
BELL_LAMBDA_SWEEP,L06,41.66666666666667,0.6,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""10"": 303, ""00"": 957, ""01"": 324, ""11"": 416}",0.4785,0.208,0.162,0.1515,2.0
BELL_LAMBDA_SWEEP,L06,50.0,0.6,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 399, ""00"": 1014, ""01"": 292, ""10"": 295}",0.507,0.1995,0.146,0.1475,2.0
BELL_LAMBDA_SWEEP,L06,60.0,0.6,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1046, ""11"": 319, ""01"": 330, ""10"": 305}",0.523,0.1595,0.165,0.1525,2.0
BELL_LAMBDA_SWEEP,L06,80.0,0.6,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""01"": 319, ""00"": 1148, ""11"": 223, ""10"": 310}",0.574,0.1115,0.1595,0.155,2.0
BELL_LAMBDA_SWEEP,L06,100.0,0.6,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""01"": 293, ""00"": 1239, ""10"": 306, ""11"": 162}",0.6195,0.081,0.1465,0.153,2.0
BELL_LAMBDA_SWEEP,L06,120.0,0.6,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1302, ""10"": 276, ""11"": 125, ""01"": 297}",0.651,0.0625,0.1485,0.138,2.0
BELL_LAMBDA_SWEEP,L06,140.0,0.6,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1353, ""01"": 266, ""10"": 267, ""11"": 114}",0.6765,0.057,0.133,0.1335,2.0
BELL_LAMBDA_SWEEP,L06,160.0,0.6,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 101, ""00"": 1415, ""10"": 218, ""01"": 266}",0.7075,0.0505,0.133,0.109,2.0
BELL_LAMBDA_SWEEP,L06,180.0,0.6,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1508, ""01"": 207, ""10"": 197, ""11"": 88}",0.754,0.044,0.1035,0.0985,2.0
BELL_LAMBDA_SWEEP,L06,200.0,0.6,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1551, ""10"": 178, ""01"": 202, ""11"": 69}",0.7755,0.0345,0.101,0.089,2.0
BELL_LAMBDA_SWEEP,L07,0.0,0.7,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 984, ""00"": 932, ""01"": 44, ""10"": 40}",0.466,0.492,0.022,0.02,2.0
BELL_LAMBDA_SWEEP,L07,8.333333333333334,0.7,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 724, ""00"": 855, ""01"": 225, ""10"": 196}",0.4275,0.362,0.1125,0.098,2.0
BELL_LAMBDA_SWEEP,L07,16.666666666666668,0.7,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""10"": 248, ""01"": 254, ""11"": 604, ""00"": 894}",0.447,0.302,0.127,0.124,2.0
BELL_LAMBDA_SWEEP,L07,25.0,0.7,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 891, ""11"": 543, ""01"": 272, ""10"": 294}",0.4455,0.2715,0.136,0.147,2.0
BELL_LAMBDA_SWEEP,L07,33.333333333333336,0.7,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 916, ""11"": 476, ""01"": 312, ""10"": 296}",0.458,0.238,0.156,0.148,2.0
BELL_LAMBDA_SWEEP,L07,41.66666666666667,0.7,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1002, ""10"": 291, ""01"": 322, ""11"": 385}",0.501,0.1925,0.161,0.1455,2.0
BELL_LAMBDA_SWEEP,L07,50.0,0.7,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1011, ""10"": 294, ""11"": 374, ""01"": 321}",0.5055,0.187,0.1605,0.147,2.0
BELL_LAMBDA_SWEEP,L07,60.0,0.7,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""01"": 315, ""00"": 1043, ""10"": 330, ""11"": 312}",0.5215,0.156,0.1575,0.165,2.0
BELL_LAMBDA_SWEEP,L07,80.0,0.7,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""01"": 316, ""00"": 1136, ""11"": 222, ""10"": 326}",0.568,0.111,0.158,0.163,2.0
BELL_LAMBDA_SWEEP,L07,100.0,0.7,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""01"": 325, ""00"": 1242, ""11"": 160, ""10"": 273}",0.621,0.08,0.1625,0.1365,2.0
BELL_LAMBDA_SWEEP,L07,120.0,0.7,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1330, ""10"": 265, ""01"": 291, ""11"": 114}",0.665,0.057,0.1455,0.1325,2.0
BELL_LAMBDA_SWEEP,L07,140.0,0.7,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1391, ""01"": 253, ""11"": 118, ""10"": 238}",0.6955,0.059,0.1265,0.119,2.0
BELL_LAMBDA_SWEEP,L07,160.0,0.7,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1437, ""11"": 76, ""10"": 250, ""01"": 237}",0.7185,0.038,0.1185,0.125,2.0
BELL_LAMBDA_SWEEP,L07,180.0,0.7,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1503, ""01"": 196, ""10"": 231, ""11"": 70}",0.7515,0.035,0.098,0.1155,2.0
BELL_LAMBDA_SWEEP,L07,200.0,0.7,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1521, ""11"": 55, ""01"": 206, ""10"": 218}",0.7605,0.0275,0.103,0.109,2.0
BELL_LAMBDA_SWEEP,L08,0.0,0.8,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 944, ""00"": 976, ""01"": 38, ""10"": 42}",0.488,0.472,0.019,0.021,2.0
BELL_LAMBDA_SWEEP,L08,8.333333333333334,0.8,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""01"": 207, ""00"": 873, ""11"": 707, ""10"": 213}",0.4365,0.3535,0.1035,0.1065,2.0
BELL_LAMBDA_SWEEP,L08,16.666666666666668,0.8,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 620, ""00"": 887, ""10"": 257, ""01"": 236}",0.4435,0.31,0.118,0.1285,2.0
BELL_LAMBDA_SWEEP,L08,25.0,0.8,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 913, ""01"": 274, ""10"": 297, ""11"": 516}",0.4565,0.258,0.137,0.1485,2.0
BELL_LAMBDA_SWEEP,L08,33.333333333333336,0.8,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 899, ""10"": 301, ""01"": 302, ""11"": 498}",0.4495,0.249,0.151,0.1505,2.0
BELL_LAMBDA_SWEEP,L08,41.66666666666667,0.8,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""10"": 337, ""00"": 952, ""11"": 414, ""01"": 297}",0.476,0.207,0.1485,0.1685,2.0
BELL_LAMBDA_SWEEP,L08,50.0,0.8,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 374, ""00"": 1018, ""01"": 309, ""10"": 299}",0.509,0.187,0.1545,0.1495,2.0
BELL_LAMBDA_SWEEP,L08,60.0,0.8,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""10"": 322, ""00"": 1045, ""11"": 319, ""01"": 314}",0.5225,0.1595,0.157,0.161,2.0
BELL_LAMBDA_SWEEP,L08,80.0,0.8,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 230, ""00"": 1127, ""10"": 338, ""01"": 305}",0.5635,0.115,0.1525,0.169,2.0
BELL_LAMBDA_SWEEP,L08,100.0,0.8,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1217, ""01"": 311, ""11"": 201, ""10"": 271}",0.6085,0.1005,0.1555,0.1355,2.0
BELL_LAMBDA_SWEEP,L08,120.0,0.8,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1315, ""10"": 288, ""11"": 119, ""01"": 278}",0.6575,0.0595,0.139,0.144,2.0
BELL_LAMBDA_SWEEP,L08,140.0,0.8,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""10"": 293, ""00"": 1372, ""01"": 242, ""11"": 93}",0.686,0.0465,0.121,0.1465,2.0
BELL_LAMBDA_SWEEP,L08,160.0,0.8,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1430, ""01"": 231, ""10"": 246, ""11"": 93}",0.715,0.0465,0.1155,0.123,2.0
BELL_LAMBDA_SWEEP,L08,180.0,0.8,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""01"": 210, ""00"": 1507, ""10"": 221, ""11"": 62}",0.7535,0.031,0.105,0.1105,2.0
BELL_LAMBDA_SWEEP,L08,200.0,0.8,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1515, ""10"": 199, ""11"": 65, ""01"": 221}",0.7575,0.0325,0.1105,0.0995,2.0
BELL_LAMBDA_SWEEP,L09,0.0,0.9,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 917, ""00"": 1000, ""01"": 49, ""10"": 34}",0.5,0.4585,0.0245,0.017,2.0
BELL_LAMBDA_SWEEP,L09,8.333333333333334,0.9,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 726, ""00"": 886, ""01"": 198, ""10"": 190}",0.443,0.363,0.099,0.095,2.0
BELL_LAMBDA_SWEEP,L09,16.666666666666668,0.9,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 877, ""10"": 279, ""11"": 598, ""01"": 246}",0.4385,0.299,0.123,0.1395,2.0
BELL_LAMBDA_SWEEP,L09,25.0,0.9,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 552, ""00"": 906, ""10"": 284, ""01"": 258}",0.453,0.276,0.129,0.142,2.0
BELL_LAMBDA_SWEEP,L09,33.333333333333336,0.9,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 933, ""11"": 488, ""01"": 292, ""10"": 287}",0.4665,0.244,0.146,0.1435,2.0
BELL_LAMBDA_SWEEP,L09,41.66666666666667,0.9,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""10"": 301, ""00"": 977, ""11"": 427, ""01"": 295}",0.4885,0.2135,0.1475,0.1505,2.0
BELL_LAMBDA_SWEEP,L09,50.0,0.9,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""01"": 319, ""00"": 967, ""10"": 323, ""11"": 391}",0.4835,0.1955,0.1595,0.1615,2.0
BELL_LAMBDA_SWEEP,L09,60.0,0.9,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1068, ""11"": 300, ""10"": 297, ""01"": 335}",0.534,0.15,0.1675,0.1485,2.0
BELL_LAMBDA_SWEEP,L09,80.0,0.9,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""10"": 322, ""00"": 1158, ""01"": 286, ""11"": 234}",0.579,0.117,0.143,0.161,2.0
BELL_LAMBDA_SWEEP,L09,100.0,0.9,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""01"": 331, ""00"": 1235, ""10"": 278, ""11"": 156}",0.6175,0.078,0.1655,0.139,2.0
BELL_LAMBDA_SWEEP,L09,120.0,0.9,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""01"": 266, ""00"": 1286, ""11"": 143, ""10"": 305}",0.643,0.0715,0.133,0.1525,2.0
BELL_LAMBDA_SWEEP,L09,140.0,0.9,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1374, ""10"": 264, ""01"": 258, ""11"": 104}",0.687,0.052,0.129,0.132,2.0
BELL_LAMBDA_SWEEP,L09,160.0,0.9,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1446, ""10"": 240, ""01"": 228, ""11"": 86}",0.723,0.043,0.114,0.12,2.0
BELL_LAMBDA_SWEEP,L09,180.0,0.9,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1495, ""10"": 224, ""01"": 223, ""11"": 58}",0.7475,0.029,0.1115,0.112,2.0
BELL_LAMBDA_SWEEP,L09,200.0,0.9,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1519, ""01"": 229, ""11"": 74, ""10"": 178}",0.7595,0.037,0.1145,0.089,2.0
BELL_LAMBDA_SWEEP,L10,0.0,1.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 948, ""00"": 956, ""01"": 55, ""10"": 41}",0.478,0.474,0.0275,0.0205,2.0
BELL_LAMBDA_SWEEP,L10,8.333333333333334,1.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 855, ""11"": 704, ""01"": 224, ""10"": 217}",0.4275,0.352,0.112,0.1085,2.0
BELL_LAMBDA_SWEEP,L10,16.666666666666668,1.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 859, ""11"": 641, ""01"": 254, ""10"": 246}",0.4295,0.3205,0.127,0.123,2.0
BELL_LAMBDA_SWEEP,L10,25.0,1.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 907, ""10"": 266, ""01"": 296, ""11"": 531}",0.4535,0.2655,0.148,0.133,2.0
BELL_LAMBDA_SWEEP,L10,33.333333333333336,1.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 950, ""11"": 477, ""10"": 284, ""01"": 289}",0.475,0.2385,0.1445,0.142,2.0
BELL_LAMBDA_SWEEP,L10,41.66666666666667,1.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""10"": 308, ""00"": 965, ""11"": 420, ""01"": 307}",0.4825,0.21,0.1535,0.154,2.0
BELL_LAMBDA_SWEEP,L10,50.0,1.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1010, ""10"": 306, ""11"": 370, ""01"": 314}",0.505,0.185,0.157,0.153,2.0
BELL_LAMBDA_SWEEP,L10,60.0,1.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""11"": 301, ""00"": 1061, ""10"": 329, ""01"": 309}",0.5305,0.1505,0.1545,0.1645,2.0
BELL_LAMBDA_SWEEP,L10,80.0,1.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1118, ""11"": 226, ""10"": 324, ""01"": 332}",0.559,0.113,0.166,0.162,2.0
BELL_LAMBDA_SWEEP,L10,100.0,1.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""10"": 309, ""00"": 1216, ""01"": 293, ""11"": 182}",0.608,0.091,0.1465,0.1545,2.0
BELL_LAMBDA_SWEEP,L10,120.0,1.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""10"": 282, ""00"": 1313, ""01"": 292, ""11"": 113}",0.6565,0.0565,0.146,0.141,2.0
BELL_LAMBDA_SWEEP,L10,140.0,1.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1349, ""10"": 256, ""01"": 293, ""11"": 102}",0.6745,0.051,0.1465,0.128,2.0
BELL_LAMBDA_SWEEP,L10,160.0,1.0,"{""00"": 0.0, ""11"": 1.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1424, ""01"": 245, ""11"": 88, ""10"": 243}",0.712,0.044,0.1225,0.1215,2.0
BELL_LAMBDA_SWEEP,L10,180.0,1.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""10"": 225, ""00"": 1499, ""01"": 211, ""11"": 65}",0.7495,0.0325,0.1055,0.1125,2.0
BELL_LAMBDA_SWEEP,L10,200.0,1.0,"{""00"": 1.0, ""11"": 0.0, ""01"": 0.0, ""10"": 0.0}",10.0,2000,"{""00"": 1555, ""10"": 182, ""01"": 180, ""11"": 83}",0.7775,0.0415,0.09,0.091,2.0
T1,Z,0.0,,,,2000,"{""1"": 1959, ""0"": 41}",0.0205,0.9795,0.0,0.0,
T1,Z,8.333333333333334,,,,2000,"{""1"": 1959, ""0"": 41}",0.0205,0.9795,0.0,0.0,
T1,Z,16.666666666666668,,,,2000,"{""1"": 1955, ""0"": 45}",0.0225,0.9775,0.0,0.0,
T1,Z,25.0,,,,2000,"{""1"": 1958, ""0"": 42}",0.021,0.979,0.0,0.0,
T1,Z,33.333333333333336,,,,2000,"{""1"": 1964, ""0"": 36}",0.018,0.982,0.0,0.0,
T1,Z,41.66666666666667,,,,2000,"{""1"": 1955, ""0"": 45}",0.0225,0.9775,0.0,0.0,
T1,Z,50.0,,,,2000,"{""1"": 1965, ""0"": 35}",0.0175,0.9825,0.0,0.0,
T1,Z,60.0,,,,2000,"{""1"": 1947, ""0"": 53}",0.0265,0.9735,0.0,0.0,
T1,Z,80.0,,,,2000,"{""1"": 1971, ""0"": 29}",0.0145,0.9855,0.0,0.0,
T1,Z,100.0,,,,2000,"{""1"": 1950, ""0"": 50}",0.025,0.975,0.0,0.0,
T1,Z,120.0,,,,2000,"{""1"": 1963, ""0"": 37}",0.0185,0.9815,0.0,0.0,
T1,Z,140.0,,,,2000,"{""1"": 1965, ""0"": 35}",0.0175,0.9825,0.0,0.0,
T1,Z,160.0,,,,2000,"{""1"": 1942, ""0"": 58}",0.029,0.971,0.0,0.0,
T1,Z,180.0,,,,2000,"{""1"": 1955, ""0"": 45}",0.0225,0.9775,0.0,0.0,
T1,Z,200.0,,,,2000,"{""1"": 1958, ""0"": 42}",0.021,0.979,0.0,0.0,
RAMSEY_SINGLE,A,0.0,,,,2000,"{""0"": 1961, ""1"": 39}",0.9805,0.0195,0.0,0.0,
